ENTREZID	SYMBOL
59341	TRPV4
51228	GLTP
84260	TCHP
9815	GIT2
88455	ANKRD13A
400073	C12orf76
28981	IFT81
488	ATP2A2
51434	ANAPC7
10094	ARPC3
51184	GPN3
29902	FAM216A
51699	VPS29
160760	PPTC7
79600	TCTN1
84329	HVCN1
5501	PPP1CC
144717	PHETA1
10019	SH2B3
6311	ATXN2
8315	BRAP
80724	ACAD10
217	ALDH2
51275	MAPKAPK5-AS1
8550	MAPKAPK5
89894	TMEM116
8759	ADAM1A
10961	ERP29
80018	NAA25
10906	TRAFD1
283450	HECTD4
6128	RPL6
5781	PTPN11
4938	OAS1
4940	OAS3
4939	OAS2
79039	DDX54
84934	RITA1
115811	IQCD
53373	TPCN1
80024	SLC8B1
196463	PLBD2
113675	SDSL
64211	LHX5
100506465	LINC01234
9904	RBM19
23389	MED13L
79794	SPRING1
84900	RNFT2
26259	FBXW8
23014	FBXO21
5985	RFC5
55884	WSB2
54621	VSIG10
5037	PEBP1
51347	TAOK3
64426	SUDS3
26353	HSPB8
160777	CCDC60
5564	PRKAB1
11113	CIT
92558	BICDL1
11021	RAB35
10985	GCN1
6175	RPLP0
100506649	PXN-AS1
5829	PXN
1337	COX6A1
51499	TRIAP1
283459	GATC
8683	SRSF9
8655	DYNLL1
100506668	NRAV
84274	COQ5
9921	RNF10
51367	POP5
9761	MLEC
84747	UNC119B
35	ACADS
121665	SPPL3
64897	C12orf43
8638	OASL
5025	P2RX4
10645	CAMKK2
51433	ANAPC5
80196	RNF34
84678	KDM2B
84876	ORAI1
144404	TMEM120B
54509	RHOF
338799	LINC01089
23067	SETD1B
5715	PSMD9
144406	CFAP251
605	BCL7A
22877	MLXIP
79369	B3GNT4
56616	DIABLO
65082	VPS33A
6249	CLIP1
55596	ZCCHC8
65117	RSRC2
9735	KNTC1
338442	HCAR2
8843	HCAR3
27198	HCAR1
8562	DENR
9026	HIP1R
79720	VPS37B
23457	ABCB9
79676	OGFOD2
51329	ARL6IP4
57605	PITPNM2
10198	MPHOSPH9
91574	MTRFR
8099	CDK2AP1
55206	SBNO1
387893	KMT5A
196383	RILPL2
11066	SNRNP35
353116	RILPL1
10959	TMED2
57696	DDX55
1967	EIF2B1
2967	GTF2H3
79867	TCTN2
23545	ATP6V0A2
144348	ZNF664
9612	NCOR2
949	SCARB1
7316	UBC
57647	DHX37
140707	BRI3BP
102659353	THRIL
65985	AACS
121260	SLC15A4
283352	TMEM132D-AS1
2054	STX2
5901	RAN
6433	SFSWAP
8408	ULK1
80324	PUS1
57634	EP400
347918	EP400P1
317781	DDX51
79050	NOC4L
57666	FBRSL1
100996573	NA
5426	POLE
5827	PXMP2
192111	PGAM5
23141	ANKLE2
2802	GOLGA3
55743	CHFR
100289635	ZNF605
7574	ZNF26
7637	ZNF84
7699	ZNF140
101060200	ZNF891
7556	ZNF10
10795	ZNF268
26080	FAM230C
7278	TUBA3C
101928697	LOC101928697
54737	MPHOSPH8
55269	PSPC1
9205	ZMYM5
7750	ZMYM2
2706	GJB2
10804	GJB6
51084	CRYL1
8100	IFT88
53342	IL17D
221143	EEF1AKMT1
64328	XPO4
26524	LATS2
10284	SAP18
221150	SKA3
78988	MRPL57
650794	MIPEPP3
253832	ZDHHC20
221154	MICU2
26278	SACS
55504	TNFRSF19
4285	MIPEP
221178	SPATA13
143	PARP4
56163	RNF17
55835	CENPJ
5042	PABPC3
9107	MTMR6
9818	NUP58
387914	SHISA2
6049	RNF6
1024	CDK8
10810	WASF3
219333	USP12
6144	RPL21
26771	SNORD102
387496	RASL11A
2971	GTF3A
219402	MTIF3
222484	LNX2
51082	POLR1D
255967	PAN3
51371	POMP
283537	SLC46A3
6541	SLC7A1
5412	UBL3
84056	KATNAL1
3146	HMGB1
10208	USPL1
10808	HSPH1
145173	B3GLCT
10129	FRY
675	BRCA2
90634	N4BP2L1
10443	N4BP2L2
23047	PDS5B
90627	STARD13
5983	RFC3
26960	NBEA
5994	RFXAP
29880	ALG5
11340	EXOSC8
55578	SUPT20H
51569	UFM1
80209	PROSER1
387921	NHLRC3
10186	LHFPL6
57511	COG6
2308	FOXO1
10240	MRPS31
10166	SLC25A15
1997	ELF1
11193	WBP4
89890	KBTBD6
84078	KBTBD7
9617	MTRF1
79612	NAA16
28984	RGCC
23078	VWA8
160851	DGKH
11215	AKAP11
94240	EPSTI1
29103	DNAJC15
160857	CCDC122
144811	LACC1
8848	TSC22D1
26747	NUFIP1
55425	GPALPP1
2963	GTF2F2
7178	TPT1
100190939	TPT1-AS1
253512	SLC25A30
83548	COG3
23091	ZC3H13
3936	LCP1
23143	LRCH1
2098	ESD
8803	SUCLA2
55270	NUDT15
29079	MED4
9445	ITM2B
5925	RB1
10161	LPAR6
1102	RCBTB2
22862	FNDC3A
81602	CDADC1
81617	CAB39L
83852	SETDB2
51131	PHF11
55213	RCBTB1
84650	EBPL
3839	KPNA3
57213	SPRYD7
8847	DLEU2
10206	TRIM13
10301	DLEU1
145165	ST13P4
220107	DLEU7
79621	RNASEH2B
26512	INTS6
115825	WDFY2
540	ATP7B
440138	ALG11
9724	UTP14C
100887750	MRPS31P5
55901	THSD1
51028	VPS36
26586	CKAP2
144983	HNRNPA1L2
10910	SUGT1
81624	DIAPH3
81550	TDRD3
64881	PCDH20
5101	PCDH9
1602	DACH1
440145	MZT1
79866	BORA
22894	DIS3
10464	PIBF1
688	KLF5
11278	KLF12
9882	TBC1D4
170622	COMMD6
7347	UCHL3
4008	LMO7
115207	KCTD12
1203	CLN5
26224	FBXL3
23077	MYCBP2
8796	SCEL
79596	OBI1
64062	RBM26
54602	NDFIP2
10253	SPRY2
84189	SLITRK6
407975	MIR17HG
23483	TGDS
160897	GPR180
11166	SOX21
100507533	SOX21-AS1
10257	ABCC4
22873	DZIP1
5611	DNAJC3
55757	UGGT2
10150	MBNL2
5911	RAP2A
3843	IPO5
10160	FARP1
8428	STK24
23348	DOCK9
337867	UBAC2
102725509	LINC01232
9375	TM9SF2
85416	ZIC5
7546	ZIC2
5095	PCCA
84899	TMTC4
7174	TPP2
93081	TEX30
79070	POGLUT2
54841	BIVM
1948	EFNB2
55082	ARGLU1
3981	LIG4
84945	ABHD13
8660	IRS2
1282	COL4A1
55647	RAB20
55739	NAXD
79587	CARS2
3621	ING1
283487	PRECSIT
55608	ANKRD10
104355135	LINC00431
8874	ARHGEF7
10426	TUBGCP3
23250	ATP11A
23263	MCF2L
55795	PCID2
8451	CUL4A
3916	LAMP1
79774	GRTP1
101928841	NA
55208	DCUN1D2
55002	TMCO3
7027	TFDP1
650669	GAS6-AS1
2621	GAS6
22821	RASA3
8881	CDC16
65110	UPF3A
283489	CHAMP1
642477	NA
503639	DUXAP10
91875	TTC5
57820	CCNB1IP1
85495	RPPH1
10038	PARP2
7011	TEP1
55644	OSGEP
328	APEX1
90809	PIP4P1
4860	PNP
64745	METTL17
57447	NDRG2
84659	RNASE7
55701	ARHGEF40
51222	ZNF219
283624	LINC00641
3183	HNRNPC
11198	SUPT16H
57680	CHD8
84932	RAB2B
9878	TOX4
56339	METTL3
6297	SALL2
28755	TRAC
1603	DAD1
63874	ABHD4
5018	OXA1L
122704	MRPL52
4323	MMP14
26020	LRP10
55147	RBM23
10419	PRMT5
54930	HAUS4
84962	AJUBA
60686	C14orf93
5693	PSMB5
64403	CDH24
22985	ACIN1
55017	C14orf119
23428	SLC7A8
57594	HOMEZ
90673	PPP1R3E
599	BCL2L2
8106	PABPN1
25983	NGDN
79178	THTPA
8906	AP1G2
102724814	AP1G2-AS1
10202	DHRS2
55449	DHRS4-AS1
10901	DHRS4
317749	DHRS4L2
5106	PCK2
80344	DCAF11
5720	PSME1
51016	EMC9
5721	PSME2
55072	RNF31
10379	IRF9
9985	REC8
79711	IPO4
10548	TM9SF1
283629	TSSK4
29082	CHMP4A
4738	NEDD8
51292	GMPR2
26277	TINF2
7051	TGM1
5875	RABGGTA
115817	DHRS1
161424	NOP9
56413	LTB4R2
1241	LTB4R
11035	RIPK3
57523	NYNRIN
23351	KHNYN
643866	CBLN3
56948	SDR39U1
101927045	LOC101927045
55632	G2E3
23256	SCFD1
1690	COCH
29966	STRN3
11154	AP4S1
25831	HECTD1
25938	HEATR5A
112487	DTD2
80224	NUBPL
84837	ARHGAP5-AS1
394	ARHGAP5
9472	AKAP6
112399	EGLN3
171546	SPTSSA
55837	EAPP
58533	SNX6
1073	CFL2
11177	BAZ1A
6729	SRP54
283635	FAM177A1
55012	PPP2R3C
9692	PRORP
5687	PSMA6
4792	NFKBIA
253959	RALGAPA1
84312	BRMS1L
51562	MBIP
145282	MIPOL1
3169	FOXA1
319089	TTC6
10484	SEC23A
8487	GEMIN2
122553	TRAPPC6B
5411	PNN
4253	MIA2
254170	FBXO33
644919	LINC02315
122525	C14orf28
54813	KLHL28
23116	TOGARAM1
55015	PRPF39
2287	FKBP3
57697	FANCM
55320	MIS18BP1
100506433	LINC00648
6235	RPS29
6029	RN7SL1
122769	LRR1
6166	RPL36AL
4247	MGAT2
55172	DNAAF2
5427	POLE2
23588	KLHDC2
9147	NEMF
378706	RN7SL2
382	ARF6
283551	LINC01588
79609	VCPKMT
6655	SOS2
79944	L2HGDH
27109	DMAC2L
8814	CDKL1
11183	MAP4K5
51062	ATL1
60485	SAV1
51199	NIN
5836	PYGL
81542	TMX1
122786	FRMD6
145438	FRMD6-AS1
54331	GNG2
51637	RTRAF
22795	NID2
57544	TXNDC16
30001	ERO1A
5706	PSMC6
6815	STYX
64841	GNPNAT1
10979	FERMT2
80821	DDHD1
652	BMP4
1033	CDKN3
10175	CNIH1
2764	GMFB
10668	CGRRF1
23034	SAMD4A
2643	GCH1
11169	WDHD1
122809	SOCS4
93487	MAPK1IP1L
3958	LGALS3
9787	DLGAP5
55030	FBXO34
22863	ATG14
100129075	KTN1-AS1
3895	KTN1
57161	PELI2
54916	TMEM260
10640	EXOC5
55745	AP5M1
122830	NAA30
55860	ACTR10
5684	PSMA3
379025	PSMA3-AS1
5926	ARID4A
26520	TIMM9
9786	KIAA0586
23002	DAAM1
64582	GPR135
112849	L3HYPDH
51528	JKAMP
64430	PCNX4
51635	DHRS7
5494	PPM1A
6495	SIX1
51804	SIX4
4331	MNAT1
57570	TRMT5
145389	SLC38A6
161291	TMEM30B
5583	PRKCH
400221	LINC03033
3091	HIF1A
6617	SNAPC1
5529	PPP2R5E
112840	WDR89
81537	SGPP1
23224	SYNE2
4522	MTHFD1
7597	ZBTB25
9495	AKAP5
22890	ZBTB1
3306	HSPA2
26030	PLEKHG3
6710	SPTB
91612	CHURC1
2877	GPX2
376267	RAB15
2342	FNTB
4149	MAX
645431	FUT8-AS1
2530	FUT8
10243	GPHN
64398	PALS1
51382	ATP6V1D
1965	EIF2S1
26499	PLEK2
161145	TMEM229B
57475	PLEKHH1
5283	PIGH
384	ARG2
10490	VTI1B
51109	RDH11
23503	ZFYVE26
5890	RAD51B
677	ZFP36L1
87	ACTN1
8816	DCAF5
55218	EXD2
2079	ERH
55334	SLC39A9
9766	SUSD6
6430	SRSF5
51241	COX16
55333	SYNJ2BP
10001	MED6
23508	TTC9
4293	MAP3K9
22990	PCNX1
26037	SIPA1L1
26094	DCAF4
53349	ZFYVE1
58517	RBM25
5663	PSEN1
89932	PAPLN
8650	NUMB
79697	RIOX1
641371	ACOT1
10965	ACOT2
122970	ACOT4
83544	DNAL1
9240	PNMA1
91748	MIDEAS
145482	PTGR2
57862	ZNF410
145483	FAM161B
51004	COQ6
957	ENTPD5
4329	ALDH6A1
91750	LIN52
5826	ABCD4
10577	NPC2
122961	ISCA2
4053	LTBP2
9870	AREL1
51077	FCF1
56252	YLPM1
283571	PROX2
1743	DLST
83694	RPS6KL1
5228	PGF
8892	EIF2B2
27030	MLH3
97	ACYP1
79696	ZC2HC1C
91754	NEK9
10972	TMED10
2353	FOS
122953	JDP2
10538	BATF
11161	ERG28
23093	TTLL5
7043	TGFB3
112752	IFT43
55668	GPATCH2L
100506603	VASH1-AS1
23357	ANGEL1
64207	IRF2BPL
85457	CIPC
29954	POMT2
2954	GSTZ1
283578	TMED8
161394	SAMD15
122945	NOXRED1
63894	VIPAS39
10598	AHSA1
9517	SPTLC2
8846	ALKBH1
81892	SLIRP
22938	SNW1
57143	ADCK1
1734	DIO2
145508	CEP128
2957	GTF2A1
85439	STON2
6400	SEL1L
2581	GALC
55812	SPATA7
11099	PTPN21
79882	ZC3H14
161436	EML5
123016	TTC8
1112	FOXN3
90141	EFCAB11
55775	TDP1
5700	PSMC1
55051	NRDE2
801	CALM1
9252	RPS6KA5
80017	DGLUCY
8111	GPR68
440193	CCDC88C
55671	PPP4R3A
10516	FBLN5
9321	TRIP11
4287	ATXN3
4707	NDUFB1
53981	CPSF2
5641	LGMN
9950	GOLGA5
3705	ITPK1
55148	UBR7
55727	BTBD7
57062	DDX24
3429	IFI27
57718	PPP4R4
5265	SERPINA1
12	SERPINA3
23405	DICER1
79789	CLMN
283596	SNHG10
51218	GLRX5
624	BDKRB2
55102	ATG2B
51527	GSKIP
10914	PAPOLA
7443	VRK1
64919	BCL11B
84193	SETD3
8812	CCNK
317762	CCDC85C
7528	YY1
123096	SLC25A29
7453	WARS1
79446	WDR25
5527	PPP2R5C
1778	DYNC1H1
3320	HSP90AA1
91833	WDR20
5891	MOK
55778	ZNF839
51550	CINP
9895	TECPR2
122416	ANKRD9
23186	RCOR1
7187	TRAF3
81693	AMN
9578	CDC42BPB
91828	EXOC3L4
7127	TNFAIP2
1983	EIF5
4140	MARK3
1152	CKB
115708	TRMT61A
9529	BAG5
84334	COA8
3831	KLC1
7517	XRCC3
79038	ZFYVE21
23368	PPP1R13B
9556	ATP5MJ
64423	INF2
122622	ADSS1
10572	SIVA1
207	AKT1
100128927	ZBTB42
283638	CEP170B
113146	AHNAK2
122616	CLBA1
55038	CDCA4
29933	GPR132
102723354	LINC02298
3714	JAG2
256281	NUDT14
2972	BRF1
23241	PACS2
9112	MTA1
1397	CRIP2
1396	CRIP1
283643	TEDC1
283755	HERC2P3
400322	HERC2P2
339005	WHAMMP3
123606	NIPA1
81614	NIPA2
23191	CYFIP1
114791	TUBGCP5
7681	MKRN3
8123	PWAR5
100033416	SNORD116-4
3653	IPW
7337	UBE3A
2562	GABRB3
8924	HERC2
7082	TJP1
100288637	LOC100288637
22909	FAN1
54893	MTMR10
51621	KLF13
100288615	WHAMMP1
9824	ARHGAP11A
342184	FMN1
6263	RYR3
57099	AVEN
56851	EMC7
161779	PGBD4
79768	KATNBL1
51234	EMC4
9990	SLC12A6
55505	NOP10
254531	LPCAT4
23015	GOLGA8A
440270	GOLGA8B
9716	AQR
54989	ZNF770
89978	DPH6
84529	CDIN1
4212	MEIS2
161742	SPRED1
283742	FAM98B
7057	THBS1
105370941	LOC105370941
11245	GPR176
440275	EIF2AK4
6727	SRP14
100131089	SRP14-DT
90427	BMF
701	BUB1B
56924	PAK6
5330	PLCB2
100505573	INAFM2
388115	CCDC9B
90417	KNSTRN
3712	IVD
22893	BAHD1
113189	CHST14
90416	CCDC32
27079	RPUSD2
57082	KNL1
100505648	RAD51-AS1
5888	RAD51
55177	RMDN3
2644	GCHFR
55192	DNAJC17
643338	C15orf62
84936	ZFYVE19
6692	SPINT1
171177	RHOV
57617	VPS18
105370943	LOC105370943
79094	CHAC1
54617	INO80
11261	CHP1
729082	OIP5-AS1
11339	OIP5
51203	NUSAP1
51103	NDUFAF1
23168	RTF1
3706	ITPKA
26015	RPAP1
7301	TYRO3
23269	MGA
23005	MAPKBP1
100137047	JMJD7
51332	SPTBN5
30844	EHD4
23339	VPS39
25963	TMEM87A
2595	GANC
64397	ZNF106
8773	SNAP23
255252	LRRC57
55142	HAUS2
57519	STARD9
146059	CDAN1
146057	TTBK2
197131	UBR1
80021	TMEM62
23582	CCNDBP1
9836	LCMT2
161823	ADAL
146050	ZSCAN29
27229	TUBGCP4
7158	TP53BP1
9677	PPIP5K1
1159	CKMT1B
117155	CATSPER2
548596	CKMT1A
440278	CATSPER2P1
2923	PDIA3
80237	ELL3
10169	SERF2
619189	SERINC4
4236	MFAP1
79968	WDR76
84978	FRMD5
113201	GOLM2
51496	CTDSPL2
645212	EIF3J-DT
8669	EIF3J
80208	SPG11
567	B2M
6652	SORD
50506	DUOX2
405753	DUOXA2
90527	DUOXA1
53905	DUOX1
2628	GATM
79029	AFG2B
84419	C15orf48
7782	SLC30A4
283651	HMGN2P46
26258	BLOC1S6
58472	SQOR
50804	MYEF2
1854	DUT
2200	FBN1
22995	CEP152
23741	EID1
9728	SECISBP2L
9318	COPS2
2585	GALK2
56986	DTWD1
11001	SLC27A2
2553	GABPB1
55056	GABPB1-IT1
100129387	GABPB1-AS1
9101	USP8
54822	TRPM7
84888	SPPL2A
23431	AP4E1
342035	GLDN
23312	DMXL2
256586	LYSMD2
29767	TMOD2
29766	TMOD3
123169	LEO1
5597	MAPK6
10681	GNB5
55930	MYO5C
4644	MYO5A
10776	ARPP19
56204	ATOSA
256764	WDR72
51187	RSL24D1
5873	RAB27A
9488	PIGB
9236	CCPG1
26108	PYGO1
4734	NEDD4
64864	RFX7
374618	TEX9
55329	MNS1
54816	ZNF280D
145783	TCF12-DT
6938	TCF12
84952	CGNL1
145781	GCOM1
100820829	MYZAP
81488	POLR2M
102	ADAM10
54629	MINDY2
79811	SLTM
54778	RNF111
9133	CCNB2
4643	MYO1E
145773	FAM81A
9245	GCNT3
2958	GTF2A2
663	BNIP2
302	ANXA2
79664	ICE2
6095	RORA
54832	VPS13C
145741	C2CD4A
105370849	NA
83660	TLN2
7168	TPM1
114294	LACTB
51065	RPS27L
51762	RAB8B
83464	APH1B
771	CA12
9960	USP3
283807	FBXL22
8925	HERC1
84191	CIAO2A
6642	SNX1
5479	PPIB
53944	CSNK1G1
9768	PCLAF
9325	TRIP4
23060	ZNF609
4947	OAZ2
80119	PIF1
80301	PLEKHO2
348094	ANKDD1A
51324	SPG21
123263	MTFMT
10081	PDCD7
10845	CLPX
54956	PARP16
54878	DPP8
51495	HACD3
81556	INTS14
9187	SLC24A1
10260	DENND4A
8766	RAB11A
115752	DIS3L
54962	TIPIN
5604	MAP2K1
10302	SNAPC5
6124	RPL4
55055	ZWILCH
4091	SMAD6
4088	SMAD3
79719	AAGAB
64799	IQCH
100506686	IQCH-AS1
145853	C15orf61
5607	MAP2K5
8554	PIAS1
91860	CALML4
54982	CLN6
10116	FEM1B
8125	ANP32A
80035	ANP32A-IT1
26035	GLCE
54852	PAQR5
9493	KIF23
6176	RPLP1
7090	TLE3
55075	UACA
55323	LARP6
54839	LRRC49
56906	THAP10
79875	THSD4
4649	MYO9A
123228	SENP8
5315	PKM
56965	PARP6
3073	HEXA
25820	ARIH1
585	BBS4
83440	ADPGK
4756	NEO1
27020	NPTN
101241892	NPTN-IT1
80381	CD276
9399	STOML1
5371	PML
64220	STRA6
8482	SEMA7A
84993	UBL7
440288	UBL7-DT
10620	ARID3B
1198	CLK3
80153	EDC3
1543	CYP1A1
1445	CSK
25989	ULK3
10066	SCAMP2
4351	MPI
57184	FAM219B
9377	COX5A
54913	RPP25
192683	SCAMP5
60490	PPCDC
56905	C15orf39
54939	COMMD4
79661	NEIL1
4123	MAN2C1
25942	SIN3A
5780	PTPN9
10073	SNUPN
55272	IMP3
257364	SNX33
1464	CSPG4
92912	UBE2Q2
26263	FBXO22
145957	NRG4
2108	ETFA
64843	ISL2
49855	SCAPER
5955	RCN2
10099	TSPAN3
79834	PEAK1
10363	HMG20A
23102	TBC1D2B
3419	IDH3A
55466	DNAJA4
80349	SKIC8
3658	IREB2
123688	HYKK
5685	PSMA4
1138	CHRNA5
10933	MORF4L1
1512	CTSH
5923	RASGRF1
23423	TMED3
23251	MINAR1
400410	ST20
283687	ST20-AS1
54469	ZFAND6
2184	FAH
9915	ARNT2
58489	ABHD17C
57214	CEMIP
23184	MESD
59274	TLNRD1
3603	IL16
80765	STARD5
79631	EFL1
440295	GOLGA6L9
80154	GOLGA2P10
6218	RPS17
100505616	SNHG21
123722	FSD2
123720	WHAMM
9455	HOMER2
83640	RAMAC
123207	C15orf40
53339	BTBD1
388165	UBE2Q2P1
54993	ZSCAN2
54581	SCAND2P
84942	WDR73
4828	NMB
23478	SEC11A
9640	ZNF592
57538	ALPK3
5151	PDE8A
11214	AKAP13
64410	KLHL25
26589	MRPL46
64963	MRPS11
55070	DET1
64782	AEN
3669	ISG20
145864	HAPLN3
4240	MFGE8
11057	ABHD2
55215	FANCI
5428	POLG
90381	TICRR
374654	KIF7
8800	PEX11A
348110	ARPIN
374655	ZNF710
3418	IDH2
10509	SEMA4B
10519	CIB1
390637	GDPGP1
51335	NGRN
342132	ZNF774
8826	IQGAP1
64784	CRTC3
641	BLM
5045	FURIN
4122	MAN2A2
55898	UNC45A
374659	HDDC3
91433	RCCD1
9055	PRC1
26276	VPS33B
28232	SLCO3A1
400451	FAM174B
100507217	CHASERR
1106	CHD2
55784	MCTP2
440311	LOC440311
644192	NR2F2-AS1
7026	NR2F2
91947	ARRDC4
3480	IGF1R
23336	SYNM
64927	TTC23
123355	LRRC28
4205	MEF2A
145748	LYSMD4
170691	ADAMTS17
204219	CERS3
441733	PRKXP1
55180	LINS1
140460	ASB7
220	ALDH1A3
79705	LRRK1
22856	CHSY1
55829	SELENOS
6627	SNRPA1
5046	PCSK6
80213	TM2D3
123283	TARS3
374666	WASH3P
51728	POLR3K
79622	SNRNP25
64285	RHBDF1
4350	MPG
8131	NPRL3
55692	LUC7L
83986	FAM234A
8312	AXIN1
10573	MRPL28
58986	PGAP6
4833	NME4
9727	RAB11FIP3
6650	CAPN15
100423037	MIR3176
9091	PIGQ
57799	RAB40C
84326	METTL26
84331	MCRIP2
197335	WDR90
89941	RHOT2
9028	RHBDL1
10273	STUB1
339123	JMJD8
84219	WDR24
146330	FBXL16
79006	METRN
65990	ANTKMT
124093	CCDC78
84264	HAGHL
64428	CIAO3
10232	MSLN
113000	RPUSD1
63922	CHTF18
6755	SSTR5
7329	UBE2I
8938	BAIAP3
115939	TSR3
84572	GNPTG
64718	UNKL
283951	UQCC4
1186	CLCN7
9894	TELO2
9742	IFT140
79652	TMEM204
57585	CRAMP1
90861	JPT2
23162	MAPK8IP3
4832	NME3
65993	MRPS34
197342	EME2
90864	SPSB3
10101	NUBP2
3029	HAGH
81889	FAHD1
51734	MSRB1
4716	NDUFB10
6187	RPS2
574042	SNORA10
26784	SNORA64
10607	TBL3
124056	NOXO1
2671	GFER
9143	SYNGR3
90850	ZNF598
9351	NHERF2
4913	NTHL1
7249	TSC2
5310	PKD1
25837	RAB26
100507303	SNHG19
84231	TRAF7
64223	MLST8
283870	BRICD5
283871	PGP
1877	E4F1
1632	ECI1
10921	RNPS1
899	CCNF
80178	TEDC2
57465	TBC1D24
527	ATP6V0C
51005	AMDHD2
752014	CEMP1
5170	PDPK1
652276	LOC652276
645644	FLJ42627
100507321	ERVK13-1
54442	KCTD5
23524	SRRM2
6923	ELOB
10942	PRSS21
124220	ZG16B
64063	PRSS22
114984	FLYWCH2
84256	FLYWCH1
79412	KREMEN2
124222	PAQR4
9088	PKMYT1
9080	CLDN9
51330	TNFRSF12A
54985	HCFC1R1
79228	THOC6
146439	BICDL2
100128770	LOC100128770
100507419	MMP25-AS1
9235	IL32
7755	ZNF205
100507458	ZNF213-AS1
7760	ZNF213
7752	ZNF200
10127	ZNF263
91151	TIGD7
7627	ZNF75A
54925	ZSCAN32
7727	ZNF174
146434	ZNF597
79903	NAA60
23059	CLUAP1
84464	SLX4
1773	DNASE1
10131	TRAP1
1387	CREBBP
115	ADCY9
100507501	LINC01569
7023	TFAP4
124402	UBALD1
23295	MGRN1
84309	NUDT16L1
124401	ANKS3
26048	ZNF500
440335	SMIM22
79641	ROGDI
84656	GLYR1
29855	UBN1
5493	PPL
51172	NAGPA
56052	ALG1
196483	EEF2KMT
79091	METTL22
18	ABAT
25880	TMEM186
5373	PMM2
23589	CARHSP1
7874	USP7
29035	HAPSTR1
80063	ATF7IP2
2013	EMP2
4682	NUBP1
28955	DEXI
23274	CLEC16A
8651	SOCS1
116028	RMI2
9516	LITAF
8303	SNN
51061	TXNDC11
29066	ZC3H7A
26156	RSL1D1
2935	GSPT1
92017	SNX29
2072	ERCC4
57496	MRTFB
5073	PARN
23420	NOMO1
23042	PDXDC1
54700	RRN3
353511	PKD1P6
9665	MARF1
123811	CEP20
4363	ABCC1
408050	NOMO3
339044	PKD1P1
283820	NOMO2
6210	RPS15A
23204	ARL6IP1
23049	SMG1
79905	TMC7
10229	COQ7
162073	ITPRIPL2
51760	SYT17
79838	TMC5
51573	GDE1
9738	CCP110
57020	VPS35L
400506	KNOP1
124152	IQCK
51704	GPRC5B
55623	THUMPD1
112479	ERI2
81691	REXO5
123879	DCUN1D3
57149	LYRM1
55567	DNAH3
57146	LDAF1
400508	CRYM-AS1
23117	NPIPB3
100271836	SMG1P3
387254	SLC7A5P2
51108	METTL9
730092	RRN3P1
440345	NPIPB4
7385	UQCRC2
255762	PDZD9
730094	MOSMO
29904	EEF2K
55718	POLR3E
1039	CDR2
100131998	RRN3P3
641298	SMG1P1
100132247	NPIPB5
57478	USP31
91949	COG7
23062	GGA2
124454	EARS2
56061	UBFD1
4706	NDUFAB1
79728	PALB2
84516	DCTN5
5347	PLK1
10595	ERN2
5930	RBBP6
27327	TNRC6A
55114	ARHGAP17
51451	LCMT1
342357	ZKSCAN2
79831	KDM8
197370	NSMCE1
3566	IL4R
2975	GTF3C1
23247	KATNIP
23214	XPO6
388228	SBK1
728689	EIF3CL
1201	CLN3
112869	SGF29
6817	SULT1A1
8663	EIF3C
11273	ATXN2L
7284	TUFM
25970	SH2B1
79874	RABEP2
84901	NFATC2IP
83985	SPNS1
27040	LAT
728888	NPIPB11
552900	BOLA2
440354	SMG1P2
81893	SLC7A5P1
283897	C16orf54
3835	KIF22
4150	MAZ
79447	PAGR1
9961	MVP
10423	CDIPT
26470	SEZ6L2
253982	ASPHD1
253980	KCTD13
124446	TMEM219
9344	TAOK2
8479	HIRIP3
283899	INO80E
226	ALDOA
5531	PPP4C
6911	TBX6
83719	YPEL3
79153	GDPD3
5595	MAPK3
11151	CORO1A
613037	NPIPB13
595101	SMG1P5
10421	CD2BP2
26000	TBC1D10B
197407	ZNF48
51333	ZNF771
79077	DCTPP1
22928	SEPHS2
79724	ZNF768
65988	ZNF747
92595	ZNF764
146542	ZNF688
146540	ZNF785
115509	ZNF689
78994	PRR14
64319	FBRS
730183	LOC730183
10847	SRCAP
100862671	TMEM265
5261	PHKG2
9810	RNF40
23361	ZNF629
9274	BCL7C
101928736	MIR762HG
1489	CTF1
283932	FBXL19-AS1
54620	FBXL19
9739	SETD1A
93129	ORAI3
80270	HSD3B7
6810	STX4
79759	ZNF668
9726	ZNF646
339105	PRSS53
79001	VKORC1
10295	BCKDK
84148	KAT8
5652	PRSS8
146547	PRSS36
2521	FUS
29108	PYCARD
79798	ARMC5
7041	TGFB1I1
64755	RUSF1
440359	YBX3P1
100132341	CLUHP3
124411	KRBOX5
10308	ZNF267
606551	UBE2MP1
79801	SHCBP1
55737	VPS35
23594	ORC6
388272	C16orf87
84706	GPT2
10294	DNAJA2
81831	NETO2
81533	ITFG1
5257	PHKB
83752	LONP2
100507577	NA
6477	SIAH1
9683	N4BP1
255919	CNEP1R1
55027	HEATR3
64282	TENT4B
113	ADCY7
29117	BRD7
64127	NOD2
1540	CYLD
80205	CHD9
102723373	LOC102723373
5934	RBL2
64400	AKTIP
23322	RPGRIP1L
79068	FTO
79191	IRX3
643911	CRNDE
10265	IRX5
54947	LPCAT2
84290	CAPNS2
267	AMFR
11051	NUDT21
55239	OGFOD1
583	BBS2
4502	MT2A
4493	MT1E
4501	MT1X
9688	NUP93
